Direction,Elevator,Floor,Garden,Layout,Region,Price,Renovation,Size,Year
南,无电梯,高楼层(共6层),绿川小区,2室1厅,浦东,270,精装,59.67,1995
南,无电梯,低楼层(共6层),潍坊九村,2室0厅,浦东,470,精装,49.34,1995
南,有电梯,中楼层(共30层),耀江花园,3室2厅,黄浦,1780,精装,151.83,1995
南,有电梯,高楼层(共33层),黄浦新苑(公寓),3室2厅,黄浦,1350,精装,143.53,1995
南,有电梯,低楼层(共25层),盛世年华,3室2厅,浦东,1500,简装,144.99,1995
南,有电梯,高楼层(共19层),新虹桥首府(公寓),2室2厅,松江,365,其他,88.81,1995
南,有电梯,低楼层(共18层),大唐盛世花园,3室2厅,浦东,1380,精装,145.02,1995
西南,有电梯,高楼层(共22层),普雄馨苑,2室1厅,普陀,415,精装,60.71,1995
东北,有电梯,中楼层(共26层),仁恒滨江园,2室2厅,浦东,980,精装,83.78,1995
南,无电梯,高楼层(共6层),春雷路431弄,2室1厅,宝山,185,精装,54.98,1995
南,无电梯,中楼层(共5层),御桥花园,3室2厅,浦东,480,精装,86.14,1995
东南,有电梯,低楼层(共34层),中远两湾城,1室2厅,普陀,550,精装,69.56,1995
南,有电梯,中楼层(共7层),上海滩花园,4室3厅,黄浦,2770,精装,213.24,1995
南,有电梯,中楼层(共10层),中汇公寓,3室2厅,黄浦,1190,精装,138.22,1995
东南,无电梯,中楼层(共7层),万科城市花园,2室2厅,闵行,394,精装,80.82,1995
南,有电梯,高楼层(共18层),中环花苑,2室2厅,普陀,643,精装,92.01,1995
南,有电梯,低楼层(共16层),环球翡翠湾花园(公寓),3室2厅,浦东,686,精装,125.86,1995
南,有电梯,中楼层(共18层),中星海上景庭,2室2厅,浦东,860,精装,107.68,1995
南北,有电梯,中楼层(共9层),聚缘中庭,2室1厅,闵行,210,精装,73.74,1995
南,无电梯,高楼层(共6层),联鑫坊,2室2厅,浦东,410,简装,90.04,1995
南,有电梯,中楼层(共12层),建华公寓,3室1厅,浦东,820,简装,124.75,1995
东,有电梯,高楼层(共25层),达安锦园,2室2厅,静安,750,精装,75.1,1995
南北,,低楼层(共11层),合生城邦三街坊,2室2厅,闵行,405,精装,107.4,1995
南北,无电梯,中楼层(共6层),南方新村,3室1厅,闵行,426,简装,77.55,1995
南,有电梯,高楼层(共14层),三林新村(永泰路136弄),1室1厅,浦东,265,其他,51.14,1995
南北,无电梯,低楼层(共6层),西南小区,2室1厅,虹口,300,毛坯,47.43,1995
南北,无电梯,低楼层(共6层),翠鑫苑,2室2厅,松江,206,其他,87.01,1995
南北,,低楼层(共21层),远香舫嘉苑,3室2厅,嘉定,416,精装,137.41,1995
西,有电梯,低楼层(共41层),世茂滨江花园,1室2厅,浦东,810,精装,93.08,1995
南,有电梯,高楼层(共11层),东方龙苑,3室2厅,浦东,895,精装,127.84,1995
南西北,有电梯,低楼层(共18层),保利星海屿,2室2厅,嘉定,350,精装,90.14,1995
西北,有电梯,中楼层(共22层),康桥半岛国际公寓,2室2厅,浦东,370,精装,81.64,1995
南,有电梯,中楼层(共8层),铭晖西郊苑,3室2厅,长宁,860,简装,116,1995
南北,有电梯,低楼层(共32层),翠湖天地御苑,3室2厅,黄浦,2450,精装,182.46,1995
西,有电梯,低楼层(共28层),田林新苑,2室1厅,徐汇,395,精装,70.31,1995
南,有电梯,低楼层(共33层),明日星城,2室2厅,黄浦,799,简装,94.94,1995
北,有电梯,高楼层(共26层),仁恒河滨城(一期),3室2厅,浦东,1200,精装,125.33,1995
南,有电梯,低楼层(共14层),新凯一期,2室2厅,松江,264,精装,81.84,1995
南,有电梯,低楼层(共11层),中房公寓,2室1厅,嘉定,295,精装,74.28,1995
南,无电梯,中楼层(共5层),新舒苑,3室2厅,浦东,167,简装,103.35,1995
南,有电梯,低楼层(共11层),江南星城,2室2厅,闵行,550,精装,86.73,1995
南,有电梯,高楼层(共18层),南郊御墅,2室2厅,奉贤,390,精装,91.03,1995
南,有电梯,低楼层(共11层),君莲新城广润苑,2室2厅,闵行,298,毛坯,84.59,1995
暂无数据,无电梯,中楼层(共4层),荷风华庭,1室1厅,浦东,106,毛坯,49.62,1995
南,无电梯,中楼层(共6层),斜土路723弄,1室0厅,黄浦,330,精装,37.84,1995
南,无电梯,高楼层(共6层),甘泉苑,1室1厅,普陀,220,毛坯,47.41,1995
南北,有电梯,低楼层(共29层),宝华现代城,2室2厅,闸北,820,精装,97.84,1995
南,无电梯,低楼层(共6层),荷风华庭,2室2厅,浦东,132,简装,81.63,1995
南,有电梯,中楼层(共8层),绿地香颂(奉贤)(公寓),2室1厅,奉贤,110,精装,62.89,1995
暂无数据,有电梯,低楼层(共15层),新凯城钟秀苑,2室1厅,松江,221,精装,72.6,1995
南,有电梯,低楼层(共12层),南国花园,3室2厅,闵行,550,精装,112.37,1995
南,无电梯,低楼层(共6层),金祥苑,1室1厅,徐汇,400,简装,53.15,1995
西南,有电梯,高楼层(共49层),世茂滨江花园,2室2厅,浦东,1400,精装,139.02,1995
南,无电梯,高楼层(共6层),芳华路253弄,2室1厅,浦东,355,简装,75.02,1995
南,有电梯,低楼层(共18层),宝林一村,1室1厅,宝山,248,精装,59.73,1995
南,无电梯,低楼层(共6层),龙州小区,2室0厅,徐汇,236,精装,43.05,1995
南北,有电梯,低楼层(共11层),湖畔佳苑(公寓),4室2厅,青浦,1250,精装,277.15,1995
南,无电梯,中楼层(共6层),香楠小区,2室2厅,浦东,370,简装,62.75,1995
南,有电梯,低楼层(共8层),富力桃园(公寓),4室2厅,青浦,445,毛坯,150.9,1995
南,有电梯,高楼层(共21层),四季全景台,4室2厅,浦东,2000,精装,212.65,1995
南,有电梯,中楼层(共17层),水清木华,3室2厅,浦东,1599,精装,161.24,1995
南,无电梯,中楼层(共5层),江秋新苑(公寓),2室2厅,松江,195,精装,79.43,1995
南,无电梯,中楼层(共6层),航华二村二街坊,2室1厅,闵行,315,精装,68.76,1995
南,无电梯,高楼层(共6层),延长小区(闸北),2室0厅,闸北,336,精装,44.8,1995
南,有电梯,高楼层(共20层),华润中央公园(芳礼路99弄)(公寓),3室2厅,嘉定,999,精装,188.5,1995
南北,,低楼层(共23层),恒大御景湾,3室2厅,嘉定,440,毛坯,130,1995
南,有电梯,高楼层(共18层),古北御庭,3室2厅,浦东,1300,精装,146.85,1995
南,有电梯,高楼层(共21层),金桥瑞仕花园,2室2厅,浦东,1200,精装,124.92,1995
南北,有电梯,中楼层(共25层),士林华苑,4室2厅,黄浦,1620,精装,184.36,1995
南,有电梯,低楼层(共18层),公园3000黄兴花园,3室2厅,杨浦,890,简装,132,1995
南,有电梯,中楼层(共25层),嘉宝紫提湾(公寓),2室2厅,嘉定,270,精装,69.76,1995
南,有电梯,高楼层(共12层),上海康城,3室2厅,闵行,405,精装,117.96,1995
南,有电梯,中楼层(共14层),春申景城MIDTOWN,2室2厅,闵行,705,精装,108.7,1995
南,有电梯,低楼层(共27层),宝华现代城,2室2厅,闸北,820,精装,95.82,1995
北,有电梯,低楼层(共27层),长发花园,3室2厅,长宁,780,简装,121.45,1995
南,有电梯,中楼层(共20层),天安花园,2室2厅,浦东,910,精装,110,1995
南,有电梯,低楼层(共39层),瑞虹新城(一期),3室2厅,虹口,958,精装,124.96,1995
南北,无电梯,高楼层(共5层),锦博苑,3室2厅,浦东,599,精装,102.95,1995
南,有电梯,中楼层(共21层),联洋年华,2室2厅,浦东,1080,精装,118.39,1995
南,无电梯,高楼层(共6层),恒大小区,2室1厅,浦东,330,精装,64.99,1995
南北,无电梯,中楼层(共5层),新城金郡,3室2厅,嘉定,425,简装,93.7,1995
南,有电梯,中楼层(共15层),绿地新江桥城,2室1厅,嘉定,315,精装,77.06,1995
南,有电梯,中楼层(共28层),嘉宏紫薇园,2室1厅,虹口,585,简装,87.97,1995
南,有电梯,低楼层(共25层),东鼎名人府邸(松江),3室2厅,松江,730,精装,186.53,1995
西,有电梯,中楼层(共35层),江临天下,4室2厅,浦东,1720,精装,210.11,1995
南,,中楼层(共6层),佳乐苑,3室2厅,青浦,329,精装,129.71,1995
南北,有电梯,高楼层(共28层),宝华现代城,2室2厅,闸北,840,精装,96.13,1995
南,,中楼层(共18层),佳兆业壹号,2室1厅,嘉定,295,其他,75.47,1995
南,有电梯,低楼层(共18层),绿庭尚城,3室2厅,松江,366,其他,88.87,1995
南,,高楼层(共7层),安化路417号,2室1厅,长宁,360,精装,60.59,1995
南,有电梯,高楼层(共33层),汇龙新城,3室2厅,黄浦,1348,简装,143.69,1995
南,无电梯,高楼层(共6层),申良花园,2室2厅,闵行,316,简装,95.9,1995
南北,有电梯,中楼层(共11层),嘉丰佳苑,3室2厅,嘉定,358,精装,141.58,1995
南,有电梯,低楼层(共14层),名庭花苑,3室2厅,松江,485,精装,153.61,1995
西,有电梯,中楼层(共21层),保利叶语(二期)(公寓),4室1厅,宝山,635,精装,127.36,1995
南,有电梯,低楼层(共23层),汇龙新城,3室2厅,黄浦,1500,精装,158.3,1995
南,,中楼层(共29层),百汇园,3室2厅,徐汇,2020,精装,189,1995
南,无电梯,高楼层(共6层),定西路1235弄,2室1厅,长宁,326,简装,52.37,1995
南北,有电梯,高楼层(共13层),金帝城市岸泊(公寓),5室2厅,嘉定,668,精装,188.39,1995
南,有电梯,中楼层(共10层),绿地诺丁山(公寓),1室1厅,松江,205,精装,48.6,1995
南,,中楼层(共14层),佳兆业8号(公寓),2室2厅,奉贤,230,毛坯,88.14,1995
南,无电梯,高楼层(共6层),江桥二村,2室1厅,嘉定,215,简装,66.45,1995
南,无电梯,高楼层(共6层),玉兰二村,2室2厅,嘉定,239,精装,120.5,1995
南,有电梯,高楼层(共7层),三泾南宅,3室1厅,长宁,455,简装,63.59,1995
南,有电梯,中楼层(共32层),世茂湖滨花园(公寓),3室2厅,浦东,1580,精装,207.94,1995
南,有电梯,中楼层(共20层),实地公寓,1室1厅,普陀,362.5,简装,66.9,1995
南,有电梯,低楼层(共25层),泾东小区,1室1厅,浦东,365,简装,53.73,1995
南北,有电梯,高楼层(共20层),新湖明珠城,3室2厅,普陀,1180,精装,140.49,1995
南,,低楼层(共18层),海尚墅林苑,2室2厅,奉贤,170,毛坯,88.4,1995
南,,高楼层(共13层),爱博四村,2室2厅,闵行,410,毛坯,84.57,1995
南,有电梯,中楼层(共18层),金浦大楼,2室2厅,徐汇,673,简装,100.5,1995
南北,有电梯,高楼层(共17层),明天华城,4室2厅,浦东,700,精装,179.84,1995
南,无电梯,中楼层(共6层),怡静园,2室1厅,浦东,182,毛坯,62,1995
南,有电梯,高楼层(共18层),钦州公寓,2室1厅,徐汇,418,精装,69.76,1995
南,无电梯,高楼层(共5层),鞍山四村第二小区,2室0厅,杨浦,305,精装,46.26,1995
南北,无电梯,高楼层(共6层),城南新村,2室1厅,嘉定,195,毛坯,67.38,1995
南,无电梯,低楼层(共6层),文致公寓,3室2厅,虹口,600,精装,106,1995
南,无电梯,中楼层(共6层),西环三村,2室1厅,闵行,255,简装,74.5,1995
南,有电梯,中楼层(共27层),瀚林世家,1室1厅,静安,700,精装,57.1,1995
南,无电梯,低楼层(共6层),久耕小区,1室1厅,虹口,255,简装,40.58,1995
南,无电梯,中楼层(共4层),东都小区,1室1厅,浦东,170,简装,52.17,1995
西,有电梯,低楼层(共29层),三和花园,1室2厅,静安,680,精装,69.48,1995
南北,有电梯,低楼层(共17层),浦江宝邸,1室1厅,闵行,156,毛坯,52.64,1995
南北,有电梯,低楼层(共18层),锦绣华都,2室2厅,浦东,425,毛坯,90.04,1995
南,有电梯,低楼层(共7层),静安新城三区,2室1厅,闵行,320,简装,64.91,1995
南,有电梯,中楼层(共13层),临汾名城,2室2厅,闸北,560,精装,94.14,1995
南,有电梯,中楼层(共11层),丽江佳苑,1室1厅,嘉定,230,毛坯,60.07,1995
南,无电梯,低楼层(共6层),中芯花园(公寓),3室2厅,浦东,700,精装,121.31,1995
南,无电梯,低楼层(共5层),平阳新村四街坊,2室2厅,闵行,380,简装,73.94,1995
南,无电梯,低楼层(共6层),荣丰花园,2室2厅,杨浦,580,毛坯,91.57,1995
南,无电梯,高楼层(共6层),金塔新村,3室1厅,闵行,248,简装,81.35,1995
南,有电梯,低楼层(共19层),上外中山大楼,2室1厅,虹口,428,精装,74.51,1995
南,有电梯,中楼层(共8层),尚东国际名园,2室2厅,浦东,910,精装,106.28,1995
南,有电梯,中楼层(共18层),远洋香奈,3室2厅,宝山,440,毛坯,115.51,1995
西北,有电梯,高楼层(共29层),爱邦大厦,2室2厅,徐汇,398,毛坯,96.98,1995
南北,有电梯,中楼层(共12层),浦江智汇园,2室2厅,闵行,390,精装,81.32,1995
南,有电梯,中楼层(共14层),金桥和苑,2室2厅,浦东,525,毛坯,79.24,1995
南,无电梯,低楼层(共6层),沙田公寓,3室1厅,浦东,265,简装,88,1995
南,有电梯,低楼层(共25层),恒阳花苑,2室2厅,杨浦,635,简装,86.85,1995
南北,有电梯,低楼层(共20层),天安花园,2室2厅,浦东,930,精装,109.99,1995
南,有电梯,低楼层(共9层),泰成花苑,3室1厅,徐汇,750,简装,122.36,1995
南北,有电梯,低楼层(共20层),绿地清猗园(威廉公馆),3室2厅,嘉定,605,精装,131,1995
南,有电梯,中楼层(共18层),华泽新苑,2室1厅,松江,204.9,精装,72.13,1995
南北,无电梯,高楼层(共6层),金杨新村九街坊,2室1厅,浦东,320,精装,61.21,1995
南,无电梯,高楼层(共6层),江桥二村,1室1厅,嘉定,180,其他,49.17,1995
南,有电梯,高楼层(共19层),联业大楼,2室1厅,长宁,530,简装,77.57,1995
南,,高楼层(共23层),大名城名郡,3室2厅,嘉定,286,精装,89,1995
南,有电梯,低楼层(共18层),绿地香颂(浦东)(公寓),3室1厅,浦东,420,精装,87.84,1995
西,有电梯,中楼层(共36层),凯欣豪园,1室0厅,长宁,520,精装,46.28,1995
南,有电梯,中楼层(共8层),毕加索小镇(一期)(公寓),2室2厅,浦东,480,其他,89.23,1995
南,无电梯,高楼层(共7层),中南小区,2室1厅,黄浦,820,精装,79.13,1995
南,有电梯,高楼层(共18层),惠益新苑,2室1厅,浦东,190,毛坯,78.94,1995
南,无电梯,高楼层(共6层),馨乐园,2室2厅,浦东,450,精装,90,1995
南北,无电梯,中楼层(共7层),华业小区,2室1厅,静安,893,精装,77.67,1995
南,无电梯,中楼层(共6层),竹园小区(嘉定),1室1厅,嘉定,165,简装,52.56,1995
南,无电梯,高楼层(共6层),新宜小区,1室0厅,普陀,158,简装,34.84,1995
东南,有电梯,高楼层(共20层),金轩公寓,1室1厅,徐汇,530,其他,72.29,1995
南,有电梯,低楼层(共22层),绿庭尚城,1室2厅,松江,280,其他,70.26,1995
西南西,有电梯,高楼层(共18层),锦绣家园,2室2厅,黄浦,740,精装,100.98,1995
东南,有电梯,高楼层(共19层),中福花苑,1室2厅,黄浦,430,简装,44.62,1995
南北,有电梯,中楼层(共20层),第九城市(二期),4室2厅,浦东,1450,毛坯,156.68,1995
东南,有电梯,低楼层(共25层),上海绿城,3室2厅,浦东,1150,其他,127.49,1995
南,无电梯,中楼层(共6层),梅园三街坊,2室1厅,浦东,543,精装,49.79,1995
南,有电梯,低楼层(共30层),弘辉名苑,2室2厅,黄浦,1190,精装,100.72,1995
南,无电梯,高楼层(共6层),文苑小区(虹口),2室1厅,虹口,296,其他,63.38,1995
南,有电梯,中楼层(共14层),中虹家园,2室1厅,浦东,270,其他,68.67,1995
南,有电梯,高楼层(共6层),航华二村驰骋小区,2室1厅,闵行,259,其他,71.47,1995
南,无电梯,高楼层(共6层),富友嘉园,2室2厅,嘉定,249,精装,71.92,1995
南,无电梯,高楼层(共6层),田林十二村,2室1厅,徐汇,423,精装,50.08,1995
南,无电梯,高楼层(共6层),三江小区,1室1厅,徐汇,410,简装,47.15,1995
南,无电梯,低楼层(共6层),广海花园,2室1厅,闵行,352,简装,64.48,1995
南北,无电梯,低楼层(共6层),金帝城市岸泊(公寓),2室2厅,嘉定,345,简装,90.98,1995
南,有电梯,高楼层(共14层),颐亭花园(公寓),2室2厅,松江,360,精装,98.67,1995
南,有电梯,低楼层(共29层),欧阳名邸,2室2厅,虹口,710,简装,102.1,1995
西南,有电梯,高楼层(共26层),红旗教师公寓,2室2厅,徐汇,740,精装,89.03,1995
南,有电梯,低楼层(共24层),逸翠公馆,2室2厅,浦东,640,精装,103.58,1995
东南,有电梯,中楼层(共24层),大宁龙盛雅苑,2室1厅,闸北,540,简装,61.94,1995
南,,中楼层(共6层),好日子大家园C区,2室2厅,宝山,320,精装,93.47,1995
南,有电梯,低楼层(共14层),经纬观澜弘郡家园(三期),2室2厅,宝山,408,精装,86.43,1995
南北,有电梯,低楼层(共16层),环球翡翠湾花园(公寓),3室2厅,浦东,780,简装,135.9,1995
南,无电梯,低楼层(共6层),汇丽苑,3室2厅,浦东,455,简装,122.28,1995
南,有电梯,高楼层(共11层),联洋花园(一期),3室2厅,浦东,998,简装,108.42,1995
南北,无电梯,中楼层(共6层),香山新村东北街坊,2室1厅,浦东,360,简装,65.8,1995
南北,有电梯,中楼层(共16层),美丽星城,2室2厅,松江,328,精装,87.4,1995
南,有电梯,低楼层(共14层),高行绿洲(六期),2室2厅,浦东,272,其他,80.3,1995
南,有电梯,高楼层(共18层),绿地香颂(浦东)(公寓),2室2厅,浦东,460,精装,87.91,1995
东南,无电梯,低楼层(共6层),白玉新村,2室1厅,普陀,335,毛坯,55.49,1995
南北,无电梯,高楼层(共7层),光复新苑,3室2厅,普陀,498,精装,105.47,1995
南,有电梯,高楼层(共14层),浦润苑,3室2厅,闵行,380,毛坯,107.97,1995
南,有电梯,高楼层(共16层),涵合园(公寓),2室2厅,浦东,665,精装,80.11,1995
南,有电梯,高楼层(共18层),大华清水湾,2室2厅,普陀,880,精装,98.57,1995
南北,无电梯,高楼层(共6层),三林苑,2室2厅,浦东,330,简装,71.88,1995
南,有电梯,中楼层(共32层),亚都国际名园,2室2厅,徐汇,1075,精装,112.45,1995
南北,有电梯,低楼层(共18层),东方帕堤欧,3室2厅,宝山,330,精装,84.85,1995
南,无电梯,高楼层(共6层),航华四村,2室1厅,闵行,240,简装,54.03,1995
西南,有电梯,中楼层(共8层),新家坡园景苑,3室2厅,黄浦,888,精装,109.65,1995
南,有电梯,中楼层(共25层),花木绿城锦绣兰庭,3室2厅,浦东,1580,精装,158,1995
东南北,有电梯,低楼层(共37层),东方巴黎,2室1厅,徐汇,980,精装,86.79,1995
东南,有电梯,低楼层(共32层),瑞虹新城(一期),2室2厅,虹口,635,精装,72.06,1995
南北,有电梯,中楼层(共14层),阳城书院,2室2厅,上海周边,620,精装,92.53,1995
南,有电梯,高楼层(共24层),东明苑,2室1厅,浦东,470,其他,78.1,1995
南,有电梯,中楼层(共20层),绿地清猗园(威廉公馆),2室2厅,嘉定,425,毛坯,86.33,1995
南,有电梯,低楼层(共20层),江临天下,3室2厅,浦东,1245,精装,125.34,1995
南,有电梯,低楼层(共31层),百汇园,2室2厅,徐汇,1550,精装,132.91,1995
南,有电梯,低楼层(共10层),上海花城,2室2厅,长宁,710,精装,102.62,1995
南,有电梯,中楼层(共25层),上海绿城,3室2厅,浦东,1110,简装,127.49,1995
南,有电梯,高楼层(共35层),徐汇世家花园,3室2厅,徐汇,990,其他,122.16,1995
南,有电梯,中楼层(共16层),城中花园,3室2厅,浦东,510,简装,143,1995
东北,有电梯,低楼层(共29层),新领地,3室2厅,浦东,480,精装,125.65,1995
南,,中楼层(共26层),骏丰玲珑坊,2室1厅,嘉定,275,其他,73.99,1995
南,有电梯,低楼层(共18层),汇锦城二期,3室2厅,浦东,255,精装,90.95,1995
南,有电梯,高楼层(共11层),大唐盛世花园,2室2厅,浦东,1100,精装,100.73,1995
南,有电梯,中楼层(共16层),歌林春天馨园,2室2厅,闸北,755,精装,100.85,1995
南,,高楼层(共34层),中环和乐苑,2室1厅,杨浦,420,简装,64.58,1995
南北,有电梯,高楼层(共21层),绿地海珀黄浦,3室2厅,黄浦,1350,精装,104.59,1995
南,无电梯,高楼层(共6层),川杨新苑(四期),2室2厅,浦东,350,简装,87.69,1995
南,有电梯,中楼层(共25层),日月星辰,2室2厅,普陀,750,精装,97.35,1995
南,无电梯,中楼层(共6层),丰庄十四街坊,2室1厅,嘉定,280,简装,65.58,1995
南北,有电梯,低楼层(共18层),绿地世纪城(二期),2室2厅,普陀,758,精装,93.83,1995
南,,中楼层(共17层),崧泽华城佳福雅苑,2室1厅,青浦,210,精装,74.54,1995
南,无电梯,高楼层(共6层),羽北小区,2室1厅,浦东,568,精装,69.88,1995
南,无电梯,高楼层(共6层),和平小区(徐汇),2室1厅,徐汇,330,其他,66.18,1995
南,无电梯,高楼层(共6层),当代高邸,2室1厅,宝山,348,其他,68.4,1995
南北,有电梯,中楼层(共26层),绿地世纪城(二期),3室2厅,普陀,878,精装,115.64,1995
南北,有电梯,中楼层(共26层),公馆77,3室2厅,黄浦,1950,精装,174.97,1995
南,无电梯,高楼层(共6层),金杨七街坊,2室1厅,浦东,295,简装,65.44,1995
南,无电梯,高楼层(共5层),控江路740弄,2室0厅,杨浦,245,简装,46.68,1995
南,无电梯,中楼层(共6层),芙蓉小区,3室1厅,长宁,399,简装,65.1,1995
南,,中楼层(共11层),绿地时代嘉苑,3室2厅,青浦,255,毛坯,103.31,1995
南,无电梯,高楼层(共6层),佳虹小区,2室1厅,浦东,309,简装,71.84,1995
南,无电梯,高楼层(共6层),古美一村,3室1厅,闵行,420,毛坯,83.12,1995
南北,有电梯,低楼层(共11层),阳城贵都,2室2厅,上海周边,625,精装,97.45,1995
南,有电梯,中楼层(共8层),佳宝新村,2室1厅,闵行,298,其他,64.55,1995
南,有电梯,高楼层(共24层),静安河滨花园,3室2厅,静安,1150,精装,143.33,1995
南,有电梯,低楼层(共18层),摩登堂,3室2厅,闵行,640,精装,91.77,1995
南北,有电梯,中楼层(共11层),银河新都,2室2厅,闵行,348,简装,76.88,1995
南,有电梯,高楼层(共31层),慧芝湖花园,3室2厅,闸北,1280,精装,141.3,1995
南,有电梯,低楼层(共34层),绿地世纪城(一期),3室2厅,普陀,898,精装,109.51,1995
南,无电梯,低楼层(共6层),长海一村,2室1厅,杨浦,325,简装,63.58,1995
南,无电梯,高楼层(共6层),中化新村,2室0厅,普陀,350,简装,50.98,1995
南,无电梯,中楼层(共6层),滨江雅苑,2室2厅,宝山,498,其他,92.7,1995
南北,有电梯,中楼层(共21层),安源小区,3室1厅,闸北,543,简装,93.89,1995
南,有电梯,低楼层(共7层),大华颐和华城(公寓),2室2厅,普陀,535,精装,98.66,1995
南,有电梯,高楼层(共18层),旭辉华庭,2室2厅,嘉定,278,精装,74.94,1995
南,无电梯,高楼层(共6层),水霞小区,2室1厅,长宁,375,精装,54.42,1995
东南,无电梯,中楼层(共6层),爱建小区,2室1厅,长宁,340,简装,52,1995
南,无电梯,中楼层(共7层),宛平南路65弄,2室0厅,徐汇,370,简装,51.32,1995
南,有电梯,低楼层(共12层),江虹花园,4室2厅,松江,495,精装,158.7,1995
南,无电梯,中楼层(共6层),南华二村(嘉定),2室2厅,嘉定,270,精装,78.41,1995
南,无电梯,高楼层(共6层),国顺路300弄,2室0厅,杨浦,308,简装,50.96,1995
南,有电梯,中楼层(共14层),紫晶苑,1室2厅,浦东,275,其他,60.89,1995
南,有电梯,低楼层(共13层),四季晶园,2室2厅,长宁,859,精装,111.74,1995
南,无电梯,高楼层(共6层),红梅小区(嘉定),2室1厅,嘉定,158,其他,64.6,1995
南,有电梯,高楼层(共16层),绿地崴廉公寓,2室2厅,浦东,515,精装,99.49,1995
南北,无电梯,低楼层(共6层),德州三村,2室1厅,浦东,265,简装,49.69,1995
南,,低楼层(共32层),冠浦花园,3室2厅,黄浦,935,简装,152.13,1995
南,有电梯,高楼层(共39层),瑞虹新城(一期),2室2厅,虹口,760,简装,96.11,1995
南,有电梯,中楼层(共13层),城市经典(四期),2室2厅,浦东,690,其他,105.73,1995
南北,有电梯,中楼层(共7层),聚缘北庭,2室1厅,闵行,210,毛坯,75.04,1995
南北,无电梯,高楼层(共5层),浦江世博家园九街坊,2室2厅,闵行,290,毛坯,75.43,1995
南,有电梯,高楼层(共24层),金鹏花园,3室1厅,杨浦,638,简装,101.17,1995
南,无电梯,高楼层(共6层),泰宝华庭(公寓),4室2厅,杨浦,1560,精装,180,1995
西南,有电梯,中楼层(共29层),三和花园,3室2厅,静安,965,简装,126.24,1995
南,有电梯,高楼层(共13层),广洋新景苑(公寓),3室2厅,浦东,1280,毛坯,149.3,1995
西南,有电梯,中楼层(共17层),同济融创玫瑰公馆,1室1厅,闵行,365,精装,64.07,1995
南北,有电梯,高楼层(共16层),红旗教师公寓,2室2厅,徐汇,560,简装,71.05,1995
南,有电梯,低楼层(共11层),汇秀景苑二街坊,1室1厅,闵行,152,精装,55.9,1995
西南,有电梯,中楼层(共29层),三九大厦,2室1厅,虹口,465,精装,98.09,1995
南,无电梯,中楼层(共6层),金台三居,2室1厅,浦东,378,精装,73.43,1995
南,无电梯,中楼层(共7层),张家浜小区,1室0厅,杨浦,226,简装,36.92,1995
南,有电梯,低楼层(共16层),阳光园(二期)(三期),3室2厅,奉贤,290,精装,142.45,1995
南,,低楼层(共24层),星晓家园,3室2厅,浦东,410,精装,113.43,1995
南,有电梯,中楼层(共8层),思南公馆,3室2厅,黄浦,3400,精装,212,1995
东,无电梯,低楼层(共7层),双阳一村,1室1厅,杨浦,240,精装,47.17,1995
南,有电梯,低楼层(共25层),远中风华园(公寓),1室2厅,静安,795,精装,73.67,1995
南,有电梯,低楼层(共7层),南国花园,4室2厅,闵行,580,精装,137.21,1995
南,有电梯,中楼层(共11层),证大家园(一期),2室2厅,浦东,670,精装,89.47,1995
南,无电梯,中楼层(共6层),莘闵花园,2室2厅,闵行,355,精装,98.1,1995
南,有电梯,高楼层(共22层),阳光四季公寓,3室2厅,徐汇,1588,简装,182.39,1995
南,无电梯,中楼层(共6层),建设公寓,3室2厅,杨浦,650,精装,129.38,1995
南西南,,低楼层(共29层),金桥花园,3室2厅,长宁,810,精装,106.83,1995
南北,无电梯,高楼层(共7层),三皇桥小区,3室2厅,嘉定,277,简装,123,1995
南,有电梯,高楼层(共31层),仁恒滨江园,2室2厅,浦东,1350,简装,118.57,1995
南,有电梯,低楼层(共30层),仁恒河滨城(二期),3室2厅,浦东,1488,精装,151.86,1995
南,有电梯,低楼层(共8层),尚东国际名园,3室2厅,浦东,1130,精装,135.28,1995
南,有电梯,高楼层(共18层),华丽家族花园,5室3厅,浦东,2900,精装,300.03,1995
189.7平米,,3层2005年建板楼),万科蓝山,联排别墅,浦东,1260,南,4室3厅,
南,有电梯,低楼层(共43层),盛大金磐,3室2厅,浦东,2300,精装,194.43,1995
南,有电梯,中楼层(共8层),海怡别墅(公寓),4室2厅,浦东,1450,其他,204.89,1995
南,有电梯,中楼层(共8层),沙田花园,2室2厅,普陀,695,精装,87.46,1995
南北,有电梯,中楼层(共14层),中房樱桃苑,3室2厅,浦东,950,精装,134.21,1995
南,无电梯,高楼层(共6层),华唐苑,3室2厅,闵行,435,简装,112,1995
南,有电梯,低楼层(共17层),中环国际公寓(二期),2室2厅,宝山,480,毛坯,82.98,1995
南,无电梯,低楼层(共6层),静安新城二区,2室1厅,闵行,370,精装,65.02,1995
南,无电梯,低楼层(共6层),虹仙小区,1室1厅,长宁,260,简装,48.12,1995
东南,无电梯,中楼层(共6层),管弄四街坊,1室1厅,普陀,235,简装,42.39,1995
南北,无电梯,高楼层(共6层),共富四村,2室2厅,宝山,336,精装,88.48,1995
南,有电梯,高楼层(共12层),海棠苑,3室2厅,普陀,750,精装,140.62,1995
南,无电梯,中楼层(共6层),茶陵小区,2室1厅,徐汇,455,精装,64.45,1995
